data;historico;entrada_saida;total;id_cat;id;data_alteracao;Ano;Mes
21/10/24;OFERTA MICRORREGIAO;entrada;R$ 726;ecf5b99e-f79f-4a0a-af84-fd93e889d032;4a7b22d6-9236-11ef-badf-3f27df8d19e9;24/10/24 15:32;2024;10
21/10/24;PAGTO AGUA CASA 2;saida;R$ 185;2a66739a-a93d-4cc6-adf5-e9c34faa345f;401ad71a-b242-11ef-9858-4738957e08d1;04/12/24 10:18;2024;10
21/10/24;DEVOLUÇÃO EMPRESTIMO MAURICIO FLAVIANO MARTINS;entrada;R$ 135.563;2c63cd74-e979-41ff-b18d-1f9c356d8b34;7dec221a-b233-11ef-b865-1ff19986f48d;04/12/24 08:32;2024;10
21/10/24;INSCRIÇÃO CONFERENCIA BH;entrada;R$ 300;73b36c6c-dba3-4057-b964-8d2d8d0af408;54579dae-9239-11ef-8acf-abc9414028f6;24/10/24 15:53;2024;10
21/10/24;VIAGEM AQUABEAT;entrada;R$ 260;1bdc4f31-0e91-4dc9-9857-85f1c9445737;975dcd70-b23d-11ef-afde-278177925240;19/12/24 10:46;2024;10
21/10/24;VIAGEM AQUABEAT;entrada;R$ 260,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;eddac352-b237-11ef-849c-cbbca890782f;19/12/24 10:46;2024;10
21/10/24;VIAGEM AQUABEAT;entrada;R$ 130,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;704aa5dc-b238-11ef-a292-477931f37616;19/12/24 10:40;2024;10
21/10/24;ENCONTRO MULHERES 2024;entrada;R$ 140;1bdc4f31-0e91-4dc9-9857-85f1c9445737;1924f234-b234-11ef-9a97-6f46d52a349d;04/12/24 08:37;2024;10
21/10/24;ENCONTRO MULHERES 2024;entrada;R$ 210;1bdc4f31-0e91-4dc9-9857-85f1c9445737;ee4005fe-b233-11ef-a93a-f379d525a386;04/12/24 08:35;2024;10
21/10/24;ENCONTRO DE MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;ae561bd6-b23d-11ef-91f9-6b5a6a515a98;04/12/24 09:45;2024;10
21/10/24;ENCONTRO DE MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;b23a805c-b238-11ef-9a81-af8e0ed001ab;04/12/24 09:10;2024;10
21/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;8167484c-b234-11ef-8b9e-bb1da5ed9a39;04/12/24 08:40;2024;10
21/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;41fdf0a2-b234-11ef-8554-37a02641c1bb;04/12/24 08:38;2024;10
21/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;fd16a95c-b233-11ef-913d-ef51dcf76a93;04/12/24 08:36;2024;10
21/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;d1689c48-b233-11ef-bf81-ef132dc2bb40;04/12/24 08:35;2024;10
21/10/24;OFERTA CONSTRUÇÃO;entrada;R$ 100;d87be5eb-32fd-4756-a72e-9d6478a848a2;b17ed24a-9239-11ef-947f-e7b0af340e11;24/10/24 15:56;2024;10
21/10/24;INSCRIÇÃO CONFERENCIA BH;entrada;R$ 100;73b36c6c-dba3-4057-b964-8d2d8d0af408;b8d72a92-9239-11ef-9f32-f70c5679b69d;24/10/24 15:56;2024;10
20/10/24;OFERTA CONSTRUÇAO;entrada;R$ 1.313;d87be5eb-32fd-4756-a72e-9d6478a848a2;98f0149c-b8ad-11ef-a131-7f0e0b2258d1;12/12/24 14:22;2024;10
18/10/24;DIZIMOS;entrada;R$ 38;075a2190-bb91-4690-9373-06c084efb57b;d16b2908-b1a8-11ef-a136-7f321a1f2514;03/12/24 16:00;2024;10
18/10/24;DIZIMOS;entrada;R$ 64;075a2190-bb91-4690-9373-06c084efb57b;b1ee47fe-b1a8-11ef-90ab-27a523275a5d;03/12/24 15:59;2024;10
18/10/24;DIZIMOS;entrada;R$ 333;075a2190-bb91-4690-9373-06c084efb57b;7d346188-b1a8-11ef-b8b6-ef6b57493cb5;03/12/24 15:57;2024;10
18/10/24;DIZIMOS;entrada;R$ 250;075a2190-bb91-4690-9373-06c084efb57b;7088be20-b1a8-11ef-878f-cb848a5f6c96;03/12/24 15:57;2024;10
18/10/24;DIZIMOS;entrada;R$ 501,00;075a2190-bb91-4690-9373-06c084efb57b;fbacefc2-b1a7-11ef-8590-8361c698bf30;03/12/24 15:54;2024;10
18/10/24;DIZIMOS;entrada;R$ 44;075a2190-bb91-4690-9373-06c084efb57b;d57061fe-b1a7-11ef-bd43-a745e7cc8df0;03/12/24 15:53;2024;10
18/10/24;PAGTO JOBIS FERREIRA DE ALVARENGA - PINTURA;saida;R$ 1.500;30d41a14-e0ea-450f-a168-b79453bfd020;1f7c6062-b1a9-11ef-b33d-67060e3e97e7;03/12/24 16:02;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 140;1bdc4f31-0e91-4dc9-9857-85f1c9445737;45e41732-b1a8-11ef-a392-2be4c8f11d7c;03/12/24 15:56;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;ded440b6-b1a8-11ef-bf9e-7bb99b204153;03/12/24 16:00;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;c1dc1c68-b1a8-11ef-9541-bbe6da5a312d;03/12/24 15:59;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;a2d063e2-b1a8-11ef-ad74-1f7098b26447;03/12/24 15:58;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;91aad732-b1a8-11ef-a3c4-a3752c930f07;03/12/24 15:58;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;61ce0390-b1a8-11ef-a996-d33c867f6c15;03/12/24 15:57;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;54631f38-b1a8-11ef-b8b4-fb7cae38a8df;03/12/24 15:56;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;0b08c3ce-b1a8-11ef-8791-f7a3ae1b2481;03/12/24 15:54;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;ed5aad7e-b1a7-11ef-9edc-dff14990b982;03/12/24 15:53;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;c4d0a25a-b1a7-11ef-bc7c-9f01b33b535e;03/12/24 15:52;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;ad40a4dc-b1a7-11ef-895f-1b1af938d619;03/12/24 15:51;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;9c54aec0-b1a7-11ef-b146-fb0911731887;03/12/24 15:51;2024;10
18/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;8f864226-b1a7-11ef-a3db-17fb1e206b8f;03/12/24 15:51;2024;10
18/10/24;TARIFA BANCARIA;saida;R$ 9,00;21bebb22-00e2-4aa0-8153-f0cb93bac67c;0a570fac-b1a9-11ef-8244-2fcf975051ef;03/12/24 16:01;2024;10
18/10/24;TARIFA BANCARIA;saida;R$ 9,00;21bebb22-00e2-4aa0-8153-f0cb93bac67c;fd908f00-b1a8-11ef-8c73-b78875c50838;03/12/24 16:01;2024;10
18/10/24;TARIFA BANCARIA;saida;R$ 9,00;21bebb22-00e2-4aa0-8153-f0cb93bac67c;eee138b0-b1a8-11ef-b219-0b4d6eff94bb;03/12/24 16:00;2024;10
17/10/24;DIZIMOS;entrada;R$ 200;075a2190-bb91-4690-9373-06c084efb57b;0e7a448e-b1a7-11ef-8d2e-3b843bc9ba70;03/12/24 15:47;2024;10
17/10/24;PAGTO ENERGIA ELETRICA CASA 1;saida;R$ 2.596;2a66739a-a93d-4cc6-adf5-e9c34faa345f;39c92ce0-b1a7-11ef-be72-173234e6304d;03/12/24 15:48;2024;10
17/10/24;ENCONTRO MULHERES 2024;entrada;R$ 140;1bdc4f31-0e91-4dc9-9857-85f1c9445737;fb5dcd9e-b1a6-11ef-9edc-93b0fdf5ef03;03/12/24 15:47;2024;10
17/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;e988670a-b1a6-11ef-bf9e-5be2c617496c;03/12/24 15:46;2024;10
17/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;dca09a12-b1a6-11ef-bbff-bbbe2c710fde;03/12/24 15:46;2024;10
17/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;ce9ecb00-b1a6-11ef-8d25-0716a2cd8fa7;03/12/24 15:45;2024;10
17/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;bbac0bca-b1a6-11ef-9f1c-bb1172f2cb62;03/12/24 15:45;2024;10
17/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;acf1f1a8-b1a6-11ef-a3db-cb8dee381c83;03/12/24 15:44;2024;10
17/10/24;OFERTA MICRORREGIAO;entrada;R$ 100;ecf5b99e-f79f-4a0a-af84-fd93e889d032;4336593c-9236-11ef-a095-8f063565d3e0;24/10/24 15:32;2024;10
17/10/24;INSCRIÇÃO CONFERENCIA BH;entrada;R$ 100;73b36c6c-dba3-4057-b964-8d2d8d0af408;4d279e26-9239-11ef-a485-bb67362b8148;24/10/24 15:53;2024;10
16/10/24;DIZIMOS;entrada;R$ 550;075a2190-bb91-4690-9373-06c084efb57b;b94509a0-b1a5-11ef-8da7-77d167a3ad28;03/12/24 15:38;2024;10
16/10/24;DIZIMOS;entrada;R$ 180,00;075a2190-bb91-4690-9373-06c084efb57b;aab5e580-b1a5-11ef-9e96-2bb930a7c1f9;03/12/24 15:37;2024;10
16/10/24;DIZIMOS;entrada;R$ 1.755,00;075a2190-bb91-4690-9373-06c084efb57b;9a68daca-b1a5-11ef-ab06-1fbb75b1001a;03/12/24 15:37;2024;10
16/10/24;OFERTA CONSTRUÇÃO;entrada;R$ 1.248;d87be5eb-32fd-4756-a72e-9d6478a848a2;f7f94df2-8bb0-11ef-8567-efaba8206a6a;16/10/24 08:22;2024;10
16/10/24;OFERTA CONSTRUÇÃO;entrada;R$ 1,35;d87be5eb-32fd-4756-a72e-9d6478a848a2;e576698a-8bb0-11ef-898d-1b5a25d30951;16/10/24 08:22;2024;10
16/10/24;OFERTA PARA OBRA NACIONAL;saida;R$ 10.000;3435c337-6a5f-477e-8c2e-5ba6f55fe0b2;3d438a92-b1a6-11ef-9aee-3b0f01777a26;09/04/25 18:30;2024;10
16/10/24;TELEFONE VIVO;saida;R$ 200;2a66739a-a93d-4cc6-adf5-e9c34faa345f;68aca0ce-b1a6-11ef-b146-a7d12f51aa83;03/12/24 15:42;2024;10
16/10/24;OFERTA JULIANA;saida;R$ 900;afa7256c-679e-4460-8a6b-0735c7187261;562b1a16-b1a6-11ef-9c0e-1b8882896eb9;03/12/24 15:42;2024;10
16/10/24;TARIFA BANCARIA;saida;R$ 8;21bebb22-00e2-4aa0-8153-f0cb93bac67c;263e7384-b1a6-11ef-948f-5fc9b3e224be;03/12/24 15:41;2024;10
16/10/24;INSCRIÇÃO CONFERENCIA BH;entrada;R$ 700;73b36c6c-dba3-4057-b964-8d2d8d0af408;d320266a-9239-11ef-97f6-0f4f0cab9b33;24/10/24 15:57;2024;10
16/10/24;ENCONTRO MULHERES 2024;entrada;R$ 140;1bdc4f31-0e91-4dc9-9857-85f1c9445737;f624ecaa-b1a5-11ef-a629-cfc55821ef09;03/12/24 15:39;2024;10
16/10/24;ENCONTRO MULHERES 2024;entrada;R$ 140;1bdc4f31-0e91-4dc9-9857-85f1c9445737;c78c75a2-b1a5-11ef-ba77-532fcd3b2471;03/12/24 15:38;2024;10
16/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;ddbdabac-b1a5-11ef-937c-a70df2cc3c07;03/12/24 15:39;2024;10
16/10/24;INSCRIÇÃO CONFERENCIA BH;entrada;R$ 100;73b36c6c-dba3-4057-b964-8d2d8d0af408;45145314-9239-11ef-b23e-5f6db9b16da1;24/10/24 15:53;2024;10
15/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;df2d4976-b19f-11ef-9a58-bbbd791ac5f7;03/12/24 14:56;2024;10
15/10/24;DIZIMOS;entrada;R$ 172,00;075a2190-bb91-4690-9373-06c084efb57b;492be594-b1a0-11ef-9cb7-0b3122e73817;03/12/24 14:59;2024;10
15/10/24;DIZIMOS;entrada;R$ 375,00;075a2190-bb91-4690-9373-06c084efb57b;93592100-b19f-11ef-ba12-3ffa1932ce89;03/12/24 14:54;2024;10
15/10/24;DIZIMOS;entrada;R$ 112,00;075a2190-bb91-4690-9373-06c084efb57b;7739b25a-b19f-11ef-970b-c7b8c0a455fa;03/12/24 14:53;2024;10
15/10/24;TELEFONE VIVO;saida;R$ 280;2a66739a-a93d-4cc6-adf5-e9c34faa345f;85048948-b1a2-11ef-94a1-cb9624309c6b;03/12/24 15:15;2024;10
15/10/24;NET SERVIÇOS;saida;R$ 140;0873203f-5651-48e1-bb85-d3c6c17eb2bc;d7b58a94-b1a1-11ef-a564-cf81eb7dbbca;03/12/24 15:10;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 4;21bebb22-00e2-4aa0-8153-f0cb93bac67c;be27294c-b1a2-11ef-a263-0b71ecb19df2;03/12/24 15:16;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 3;21bebb22-00e2-4aa0-8153-f0cb93bac67c;260613a8-b1a2-11ef-b924-8f762eead3dc;03/12/24 15:12;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 2;21bebb22-00e2-4aa0-8153-f0cb93bac67c;0e137826-b1a2-11ef-9162-ab9331b6e066;03/12/24 15:11;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 2;21bebb22-00e2-4aa0-8153-f0cb93bac67c;fe15fde0-b1a1-11ef-b04d-47340fe422d6;03/12/24 15:11;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 156;21bebb22-00e2-4aa0-8153-f0cb93bac67c;ee3e3d92-b1a1-11ef-82f3-93920f424c97;03/12/24 15:10;2024;10
15/10/24;TARIFA BANCARIA CESTA PJ 3;saida;R$ 156;21bebb22-00e2-4aa0-8153-f0cb93bac67c;fd51078a-9237-11ef-a89b-df217cebe473;24/10/24 15:44;2024;10
15/10/24;PAGTO JOAO HENRIQUE DOS SANTOS;saida;R$ 500,00;30d41a14-e0ea-450f-a168-b79453bfd020;3b33de44-9236-11ef-9a35-57d2c7a0265e;24/10/24 15:31;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 140;1bdc4f31-0e91-4dc9-9857-85f1c9445737;bd9dd500-b19f-11ef-94b0-17cd4190d171;03/12/24 14:55;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;5b388fee-b1a0-11ef-b5b0-3b28ec9a7c42;03/12/24 14:59;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;3b380d8c-b1a0-11ef-a230-8f49261fc1d5;03/12/24 14:58;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;fd8f2b1e-b19f-11ef-861e-ff75c2efd9b5;03/12/24 14:56;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;eec82342-b19f-11ef-b731-e76084616d8e;03/12/24 14:56;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70;1bdc4f31-0e91-4dc9-9857-85f1c9445737;cf23890a-b19f-11ef-b731-d7d5c5f4609e;03/12/24 14:55;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;adf9050c-b19f-11ef-b59b-3ba01b5e591a;03/12/24 14:54;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;a0ad3b0c-b19f-11ef-b4a3-efec9ffe700e;03/12/24 14:54;2024;10
15/10/24;ENCONTRO MULHERES 2024;entrada;R$ 70,00;1bdc4f31-0e91-4dc9-9857-85f1c9445737;858057ce-b19f-11ef-954d-a76b608478bc;03/12/24 14:53;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 9;21bebb22-00e2-4aa0-8153-f0cb93bac67c;747d6194-b1a2-11ef-b33b-1b788bd43804;03/12/24 15:14;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 9;21bebb22-00e2-4aa0-8153-f0cb93bac67c;64e43fd2-b1a2-11ef-80e0-278d9ae50f9f;03/12/24 15:14;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 9;21bebb22-00e2-4aa0-8153-f0cb93bac67c;57201f74-b1a2-11ef-9162-ffd6e4645ab7;03/12/24 15:13;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 9;21bebb22-00e2-4aa0-8153-f0cb93bac67c;4949972c-b1a2-11ef-86c7-f3b9280e530c;03/12/24 15:13;2024;10
15/10/24;TARIFA BANCARIA;saida;R$ 9;21bebb22-00e2-4aa0-8153-f0cb93bac67c;37a49954-b1a2-11ef-b661-2bda00b080bd;03/12/24 15:12;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;891af498-b19a-11ef-a91c-e704a20933a4;03/12/24 14:17;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;7907ee6c-b19a-11ef-996a-43fa6925583c;03/12/24 14:17;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;1e72c800-b19a-11ef-8f3d-af94ef9062fd;03/12/24 14:14;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;12f21fda-b19a-11ef-a858-ff7379590b13;03/12/24 14:14;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;6ff1830e-b197-11ef-865e-f374508603ea;03/12/24 13:55;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;6160553c-b196-11ef-8396-5fbc38143eca;03/12/24 13:48;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;d256b016-b195-11ef-b99f-3f44de524c39;03/12/24 13:44;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;238c4be4-923d-11ef-97f5-fb5c320d2ef1;24/10/24 16:21;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;1b35855a-923d-11ef-a91b-57b312717b32;24/10/24 16:21;2024;10
14/10/24;DIZIMOS;entrada;R$ 50,00;075a2190-bb91-4690-9373-06c084efb57b;167aa96e-923d-11ef-91f8-073c55ead6a7;24/10/24 16:20;2024;10
14/10/24;DIZIMOS;entrada;R$ 50,00;075a2190-bb91-4690-9373-06c084efb57b;dc5cfc82-923c-11ef-8ff2-e702781240ec;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;d7470652-923c-11ef-9186-233c56944fd1;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;9840b174-923c-11ef-a750-1f38ea3631ac;24/10/24 16:17;2024;10
14/10/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;7b8f60d4-923c-11ef-9668-3fd62916779c;24/10/24 16:16;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;7c3fafc8-b19c-11ef-8300-7f82aa4e47a9;03/12/24 14:31;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;bf765b8a-b19b-11ef-b01d-a7148dd75eef;03/12/24 14:26;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;7e5b2806-b19b-11ef-a62e-f32a31d8a5ba;03/12/24 14:24;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;e60872b6-b19a-11ef-b3e6-db6f1037c233;03/12/24 14:20;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;becd35f6-b19a-11ef-bc8a-cf0af61c1b59;03/12/24 14:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;4a622d70-b19a-11ef-bead-dfb4f24466b9;03/12/24 14:16;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;387fb460-b19a-11ef-a4cc-f3b3dd790753;03/12/24 14:15;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;2c1aa400-b19a-11ef-b57f-63c6df8b042a;03/12/24 14:15;2024;10
14/10/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;0699128e-b19a-11ef-b48b-8bed5ed9a41b;03/12/24 14:14;2024;10
14/10/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;3bbf3352-b196-11ef-80ab-4ba1a772df42;03/12/24 13:47;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;1b9a886a-b196-11ef-bebd-dba044cc203d;03/12/24 13:46;2024;10
14/10/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;8bc20088-b195-11ef-a132-8f71d6dd3a0b;03/12/24 13:42;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;11760f58-923d-11ef-9671-ef98321f2af9;24/10/24 16:20;2024;10
14/10/24;DIZIMOS;entrada;R$ 20,00;075a2190-bb91-4690-9373-06c084efb57b;0cfcaae0-923d-11ef-be02-47d5df893858;24/10/24 16:20;2024;10
14/10/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;f4347100-923c-11ef-9e11-97cac3de866a;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;ea89579c-923c-11ef-97c0-f769037e89f5;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;3b0edc00-b19b-11ef-8c76-579cd20a4902;03/12/24 14:22;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;b245bb00-b19a-11ef-92ff-973b825c4cd0;03/12/24 14:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;7aa2711a-b196-11ef-8888-57e18cbefd16;03/12/24 13:48;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;e3ba29f0-b195-11ef-8d1b-63d5eae8e556;03/12/24 13:44;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;30c5ac06-923d-11ef-bef9-438fd333c673;24/10/24 16:21;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;2832ad28-923d-11ef-8a9a-e318eeca60d5;24/10/24 16:21;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;e0e1da02-923c-11ef-8dff-f7f06a468eb9;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 10;075a2190-bb91-4690-9373-06c084efb57b;d3270054-923c-11ef-97ab-4ff4707dd13b;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;cbc1bf7a-b19a-11ef-ae39-c34f64615b96;03/12/24 14:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;59dd947e-b19a-11ef-8e2d-af72b504e863;03/12/24 14:16;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;50222e08-b196-11ef-bf4c-1bb27c7494f4;03/12/24 13:47;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;2a8aea72-b196-11ef-9763-a786bdbf5140;03/12/24 13:46;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;f1ab643e-b195-11ef-acf0-27a72df23354;03/12/24 13:45;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;7bab925e-b195-11ef-9dd2-fbce295e9634;03/12/24 13:41;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;4c50bd4e-923d-11ef-986f-47765dbd1616;24/10/24 16:22;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;35be362e-923d-11ef-ab0a-2fedf69f3978;24/10/24 16:21;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;ef56f4b4-923c-11ef-8749-171af26d28b2;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;c309d23c-923c-11ef-a6d8-53973d1bf864;24/10/24 16:18;2024;10
14/10/24;DIZIMOS;entrada;R$ 30;075a2190-bb91-4690-9373-06c084efb57b;3bc81378-923d-11ef-8853-0334da55d200;24/10/24 16:21;2024;10
14/10/24;DIZIMOS;entrada;R$ 30;075a2190-bb91-4690-9373-06c084efb57b;e657622c-923c-11ef-97ae-7f5f317d36a2;24/10/24 16:19;2024;10
14/10/24;DIZIMOS;entrada;R$ 30;075a2190-bb91-4690-9373-06c084efb57b;b8c910f8-923c-11ef-bd06-afbbe1c27aca;24/10/24 16:18;2024;10
14/10/24;DIZIMOS;entrada;R$ 30;075a2190-bb91-4690-9373-06c084efb57b;b3fe966a-923c-11ef-93bb-1b137ae502aa;24/10/24 16:18;2024;10
