data;historico;entrada_saida;total;id_cat;id;data_alteracao;Ano;Mes
30/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;0cbece32-5ad9-4ccc-be84-78f352b68df5;07/01/25 14:59;2024;12
30/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;b0f7b54c-b426-445a-9eca-109b71b52d62;06/01/25 16:14;2024;12
30/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;690bfc7b-640b-4232-b4bd-c5f1d29075a8;06/01/25 16:11;2024;12
30/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;ee25496a-9ee5-4ea8-898e-d3fbacd024bc;06/01/25 16:10;2024;12
30/12/24;DIZIMOS;entrada;R$ 100,00;075a2190-bb91-4690-9373-06c084efb57b;1360cf02-6c6a-4129-95c9-8a843031fc32;06/01/25 16:10;2024;12
30/12/24;DIZIMOS;entrada;R$ 100,00;075a2190-bb91-4690-9373-06c084efb57b;652287e8-ffd2-4952-b97e-4562d286a5a1;06/01/25 16:09;2024;12
30/12/24;DIZIMOS;entrada;R$ 100,00;075a2190-bb91-4690-9373-06c084efb57b;86a1bf45-f5b6-4a48-9e2d-8de6444045a5;06/01/25 15:47;2024;12
30/12/24;DIZIMOS;entrada;R$ 30,00;075a2190-bb91-4690-9373-06c084efb57b;2d789689-c635-4094-8a2e-63b456524d7e;06/01/25 16:14;2024;12
30/12/24;DIZIMOS;entrada;R$ 30;075a2190-bb91-4690-9373-06c084efb57b;d01dd347-5121-4e05-95ac-48b2a41d9f25;06/01/25 15:46;2024;12
30/12/24;DIZIMOS;entrada;R$ 30,00;075a2190-bb91-4690-9373-06c084efb57b;34d1137f-8909-4132-8a87-171fa66cc9a2;06/01/25 15:44;2024;12
30/12/24;DIZIMOS;entrada;R$ 15;075a2190-bb91-4690-9373-06c084efb57b;814e3369-f321-42fc-9cc9-ef29e3230914;06/01/25 15:46;2024;12
30/12/24;DIZIMOS;entrada;R$ 200;075a2190-bb91-4690-9373-06c084efb57b;596ea77a-9ca1-4ce4-b650-762029e5d71e;06/01/25 16:13;2024;12
30/12/24;DIZIMOS;entrada;R$ 500;075a2190-bb91-4690-9373-06c084efb57b;1363ae64-87ae-4ca8-b95a-ad70ec9d2013;06/01/25 15:45;2024;12
30/12/24;DIZIMOS;entrada;R$ 5;075a2190-bb91-4690-9373-06c084efb57b;c6596e01-b8d2-49fd-9a08-31511dd05cf7;06/01/25 16:15;2024;12
30/12/24;DIZIMOS;entrada;R$ 5;075a2190-bb91-4690-9373-06c084efb57b;2168d5dd-0447-4258-81a7-e18cf301effa;06/01/25 15:45;2024;12
30/12/24;DIZIMOS;entrada;R$ 17;075a2190-bb91-4690-9373-06c084efb57b;75d47b31-9740-4657-af33-baace59de76b;07/01/25 14:59;2024;12
30/12/24;DIZIMOS;entrada;R$ 1.500;075a2190-bb91-4690-9373-06c084efb57b;41a42735-666b-42e6-9031-dc714eaceb04;07/01/25 14:59;2024;12
30/12/24;DIZIMOS;entrada;R$ 80,00;075a2190-bb91-4690-9373-06c084efb57b;b5e934d2-9dd6-43b4-ac33-3d736d620c2d;06/01/25 16:15;2024;12
30/12/24;DIZIMOS;entrada;R$ 165,00;075a2190-bb91-4690-9373-06c084efb57b;3cb9d65c-3112-4914-a9fe-5839e51f6b0a;06/01/25 16:14;2024;12
30/12/24;DIZIMOS;entrada;R$ 240,00;075a2190-bb91-4690-9373-06c084efb57b;59ff391d-7b01-4739-a93f-0eda179bceba;06/01/25 16:10;2024;12
30/12/24;DIZIMOS;entrada;R$ 70,00;075a2190-bb91-4690-9373-06c084efb57b;8a1c6f2c-af64-4c27-b4ec-e6ff18cd176c;06/01/25 16:09;2024;12
30/12/24;DIZIMOS;entrada;R$ 26;075a2190-bb91-4690-9373-06c084efb57b;1b79969c-3a21-4a05-8001-ca243d27aa17;06/01/25 16:08;2024;12
30/12/24;DIZIMOS;entrada;R$ 250;075a2190-bb91-4690-9373-06c084efb57b;e78bdc93-2204-4661-ac1e-b764b97acf8f;06/01/25 15:46;2024;12
30/12/24;DIZIMOS;entrada;R$ 7,72;075a2190-bb91-4690-9373-06c084efb57b;8c5d6bc7-f3e5-4636-9db7-4bdeb2d17265;06/01/25 15:45;2024;12
30/12/24;DIZIMOS;entrada;R$ 180,00;075a2190-bb91-4690-9373-06c084efb57b;8665dadc-6e8a-4318-8598-dd3a3f4562e4;06/01/25 15:45;2024;12
30/12/24;DIZIMOS;entrada;R$ 525,00;075a2190-bb91-4690-9373-06c084efb57b;bde65700-f8d1-4997-9f49-89aca55944aa;06/01/25 15:45;2024;12
30/12/24;DIZIMOS;entrada;R$ 1.000,00;075a2190-bb91-4690-9373-06c084efb57b;f995cd33-c29c-45ed-ac21-0c05b3eaed42;06/01/25 15:44;2024;12
30/12/24;OFERTA MICRORREGIAO;entrada;R$ 2.250;ecf5b99e-f79f-4a0a-af84-fd93e889d032;34919643-d113-41c9-b2fd-b81f310933d8;07/01/25 14:57;2024;12
30/12/24;OFERTA MICRORREGIAO;entrada;R$ 1.000;ecf5b99e-f79f-4a0a-af84-fd93e889d032;4b2be611-79e1-445a-bd42-077e47e9c82f;07/01/25 14:56;2024;12
30/12/24;DIZIMOS E OFERTAS - CARTAO;entrada;R$ 10.757;075a2190-bb91-4690-9373-06c084efb57b;cfec4a1d-6cb1-4e7b-a59c-caabbacfc133;29/04/25 12:34;2024;12
30/12/24;PAGTO BRUNO RODRIGUES QUEIROZ;saida;R$ 1.715;a0a4d2f2-215e-429a-ab24-a5ac36086f36;60cfb2bb-8d69-43ba-8f90-1711dd10a440;07/01/25 14:56;2024;12
30/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;478257ef-03c7-4a65-a5b0-7f228c9eef43;06/01/25 15:46;2024;12
29/12/24;OFERTA CONSTRUÇÃO;entrada;R$ 620,00;d87be5eb-32fd-4756-a72e-9d6478a848a2;fef30e07-3ee4-43f0-9455-60271b8e75bf;09/01/25 15:35;2024;12
29/12/24;OFERTA CONSTRUÇÃO;entrada;R$ 6,20;d87be5eb-32fd-4756-a72e-9d6478a848a2;143df4ff-1f65-461b-8a49-8f380ac9b8db;09/01/25 15:35;2024;12
29/12/24;OFERTA CONSTRUÇÃO;entrada;R$ 1.345,00;d87be5eb-32fd-4756-a72e-9d6478a848a2;73222eca-2495-4b27-94d4-615a25cfa2b0;09/01/25 15:34;2024;12
27/12/24;DIZIMOS;entrada;R$ 100,00;075a2190-bb91-4690-9373-06c084efb57b;a2e4d378-2ea2-456a-9faa-03835464c5a6;06/01/25 15:43;2024;12
27/12/24;DIZIMOS;entrada;R$ 112,00;075a2190-bb91-4690-9373-06c084efb57b;3ecf2b38-4d43-4aac-9b5b-a2150ee4c695;06/01/25 15:43;2024;12
27/12/24;DIZIMOS;entrada;R$ 38,00;075a2190-bb91-4690-9373-06c084efb57b;9c0c1f71-7e84-4e96-84f6-4f37daf9ad6b;06/01/25 15:43;2024;12
27/12/24;DIZIMOS;entrada;R$ 14;075a2190-bb91-4690-9373-06c084efb57b;c7dd5069-f477-4105-b7ae-1b011baf3e98;06/01/25 15:43;2024;12
27/12/24;DIZIMOS;entrada;R$ 12;075a2190-bb91-4690-9373-06c084efb57b;fdeb7d12-e7fd-4543-a539-c0bef3557e35;06/01/25 15:42;2024;12
27/12/24;DIZIMOS;entrada;R$ 7;075a2190-bb91-4690-9373-06c084efb57b;59b6ad42-9914-4fd6-850b-e94a2050410d;06/01/25 15:42;2024;12
27/12/24;PAGTO CONTA DE LUZ CEMIG DISTRIB./MG-8094934877;saida;R$ 215;0873203f-5651-48e1-bb85-d3c6c17eb2bc;369e2365-ecad-42c8-a24a-cdd4b0d07997;06/01/25 15:42;2024;12
26/12/24;DIZIMOS;entrada;R$ 200;075a2190-bb91-4690-9373-06c084efb57b;0560a8c4-1ebe-433f-8a5d-2c0262f8baea;06/01/25 15:39;2024;12
26/12/24;DIZIMOS;entrada;R$ 13.000;075a2190-bb91-4690-9373-06c084efb57b;d4772d34-20db-4370-aa0a-a97edb32cd25;06/01/25 15:41;2024;12
26/12/24;DIZIMOS;entrada;R$ 1.000;075a2190-bb91-4690-9373-06c084efb57b;3099eaf9-d500-41ed-99a4-8554b1c88b2a;06/01/25 15:41;2024;12
26/12/24;DIZIMOS;entrada;R$ 300;075a2190-bb91-4690-9373-06c084efb57b;31d186c1-01d9-43e4-9238-1adbc20edeb7;06/01/25 15:39;2024;12
26/12/24;DIZIMOS;entrada;R$ 160;075a2190-bb91-4690-9373-06c084efb57b;7e2f7882-6ac0-47bd-a7ce-a403a75c6d6c;06/01/25 15:38;2024;12
26/12/24;DIZIMOS;entrada;R$ 93,00;075a2190-bb91-4690-9373-06c084efb57b;54bcff2f-3c90-4531-a400-ef56dbe61f14;06/01/25 15:37;2024;12
26/12/24;DIZIMOS;entrada;R$ 80;075a2190-bb91-4690-9373-06c084efb57b;f103c027-88ba-449e-84e2-2e9e31f14ff1;06/01/25 15:37;2024;12
26/12/24;DIZIMOS;entrada;R$ 45;075a2190-bb91-4690-9373-06c084efb57b;98315f44-5473-48dc-9ba3-e7990156ae02;06/01/25 15:37;2024;12
26/12/24;PAGTO SODEXO  VALE ALIMENTAÇÃO;saida;R$ 1.926,25;335eeeca-2d50-4113-8ce1-ee969f2b9e9b;32ae8abd-ce68-4498-8ab0-0ce5d3d45e3c;06/01/25 15:36;2024;12
26/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;e6923996-b4ec-482f-b333-b52366fe2a47;06/01/25 15:39;2024;12
24/12/24;DIZIMOS;entrada;R$ 200;075a2190-bb91-4690-9373-06c084efb57b;76d2a65e-ccc1-4993-bfc6-7f9bf2576f3b;06/01/25 15:21;2024;12
24/12/24;DIZIMOS;entrada;R$ 500;075a2190-bb91-4690-9373-06c084efb57b;252041bb-5e9f-430c-92e7-c20332a1f83e;06/01/25 15:21;2024;12
24/12/24;DIZIMOS;entrada;R$ 800;075a2190-bb91-4690-9373-06c084efb57b;b2baedae-1f41-40bd-b8c9-dadf542d2840;06/01/25 15:21;2024;12
24/12/24;DIZIMOS;entrada;R$ 125;075a2190-bb91-4690-9373-06c084efb57b;990e8c09-4760-4b0f-80db-08fef84d4aaa;06/01/25 15:21;2024;12
24/12/24;PAGTO JOÃO HENRIQUE PEREIRA DOS SANTOS;saida;R$ 800,00;30d41a14-e0ea-450f-a168-b79453bfd020;1e74c1e2-573f-458b-9996-583b5b26dba4;07/01/25 14:56;2024;12
23/12/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;9eb1aa4b-d593-4c5c-ba60-f5d1723f4a38;06/01/25 14:02;2024;12
23/12/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;913a927e-426b-4a32-bdd4-99bdaa353c49;06/01/25 14:02;2024;12
23/12/24;DIZIMOS;entrada;R$ 50,00;075a2190-bb91-4690-9373-06c084efb57b;9410c709-b76b-40e7-aabc-57055d3d7cf3;06/01/25 14:00;2024;12
23/12/24;DIZIMOS;entrada;R$ 50,00;075a2190-bb91-4690-9373-06c084efb57b;39e86eed-91fd-44f3-8894-549e45506d56;06/01/25 14:00;2024;12
23/12/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;42de31d3-b4f9-44bc-8152-3d47930f12fe;06/01/25 13:53;2024;12
23/12/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;7f5a7189-49c2-42ec-bef5-1d7c5b3ab302;06/01/25 13:53;2024;12
23/12/24;DIZIMOS;entrada;R$ 20;075a2190-bb91-4690-9373-06c084efb57b;19e4b47c-fd7e-41de-beb3-45b2db03bc53;06/01/25 13:53;2024;12
23/12/24;DIZIMOS;entrada;R$ 10,00;075a2190-bb91-4690-9373-06c084efb57b;da1af454-1bbc-4b5a-afc4-beb040f755e5;06/01/25 13:52;2024;12
23/12/24;DIZIMOS;entrada;R$ 10,00;075a2190-bb91-4690-9373-06c084efb57b;de75c934-c6ad-405e-8fe7-26d591461725;06/01/25 13:51;2024;12
23/12/24;DIZIMOS;entrada;R$ 10,00;075a2190-bb91-4690-9373-06c084efb57b;a92a48a8-256f-46d4-b072-ae0798acad5a;06/01/25 13:51;2024;12
23/12/24;DIZIMOS;entrada;R$ 100,00;075a2190-bb91-4690-9373-06c084efb57b;95da8d0d-1f42-499f-abad-201380e0b947;06/01/25 14:05;2024;12
23/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;72ee61be-4a70-48ee-8055-a72140a769a7;06/01/25 14:04;2024;12
23/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;b74fa121-aad7-4815-ba6a-dcf0c9062b5c;06/01/25 14:04;2024;12
23/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;4755cbe9-6f4c-4cc2-9dfd-d999f16c0e9d;06/01/25 14:04;2024;12
23/12/24;DIZIMOS;entrada;R$ 100;075a2190-bb91-4690-9373-06c084efb57b;a14535f8-3d48-4e75-8957-7a5ae6f37022;06/01/25 14:04;2024;12
23/12/24;DIZIMOS;entrada;R$ 15;075a2190-bb91-4690-9373-06c084efb57b;66fd5635-3656-47cf-a688-c9110215018d;06/01/25 13:53;2024;12
23/12/24;DIZIMOS;entrada;R$ 40,00;075a2190-bb91-4690-9373-06c084efb57b;50500139-ffa2-4d0e-ac34-2d2f9cf9faac;06/01/25 14:00;2024;12
23/12/24;DIZIMOS;entrada;R$ 40;075a2190-bb91-4690-9373-06c084efb57b;7a0006ef-7f04-4a22-8573-a3738c358eca;06/01/25 13:59;2024;12
23/12/24;DIZIMOS;entrada;R$ 40;075a2190-bb91-4690-9373-06c084efb57b;47b39461-9e10-4664-92b0-07a3ee453453;06/01/25 13:59;2024;12
23/12/24;DIZIMOS;entrada;R$ 200;075a2190-bb91-4690-9373-06c084efb57b;3bd109e3-5caf-4c6b-bcdb-a911f6b504f3;06/01/25 15:14;2024;12
23/12/24;DIZIMOS;entrada;R$ 200;075a2190-bb91-4690-9373-06c084efb57b;b2fb2d0f-cd80-4cc6-a17e-4330687ad066;06/01/25 15:13;2024;12
23/12/24;DIZIMOS;entrada;R$ 25;075a2190-bb91-4690-9373-06c084efb57b;45479e33-95b5-4960-be08-c823406abd57;06/01/25 13:54;2024;12
23/12/24;DIZIMOS;entrada;R$ 500;075a2190-bb91-4690-9373-06c084efb57b;6b1f0673-f8c1-4d4a-9ae1-b7b766b44561;06/01/25 15:19;2024;12
23/12/24;DIZIMOS;entrada;R$ 150;075a2190-bb91-4690-9373-06c084efb57b;e7c277e5-7987-47fc-a3dd-c965951e8e5d;06/01/25 14:05;2024;12
23/12/24;DIZIMOS;entrada;R$ 2.430;075a2190-bb91-4690-9373-06c084efb57b;4881a04f-e292-4479-ae88-7f72bb196d75;06/01/25 15:20;2024;12
23/12/24;DIZIMOS;entrada;R$ 1.000;075a2190-bb91-4690-9373-06c084efb57b;b75c1991-8c35-45b6-93a2-d7f9d3a8d648;06/01/25 15:20;2024;12
23/12/24;DIZIMOS;entrada;R$ 535;075a2190-bb91-4690-9373-06c084efb57b;392cd9c2-2494-4628-8ce1-ec423fd4fc9d;06/01/25 15:19;2024;12
23/12/24;DIZIMOS;entrada;R$ 240;075a2190-bb91-4690-9373-06c084efb57b;d7b6c2a2-a182-442f-9a88-8b8f4c3291f5;06/01/25 15:14;2024;12
23/12/24;DIZIMOS;entrada;R$ 230;075a2190-bb91-4690-9373-06c084efb57b;53206018-43fc-48f5-a7d9-372f010366da;06/01/25 15:14;2024;12
23/12/24;DIZIMOS;entrada;R$ 223,00;075a2190-bb91-4690-9373-06c084efb57b;b34443ce-f7de-4489-85c8-20f8000968f9;06/01/25 15:14;2024;12
23/12/24;DIZIMOS;entrada;R$ 180,00;075a2190-bb91-4690-9373-06c084efb57b;4cd698c4-71ab-4907-877a-f6ab49285e8e;06/01/25 15:13;2024;12
23/12/24;DIZIMOS;entrada;R$ 166;075a2190-bb91-4690-9373-06c084efb57b;3b1249bc-4ecf-4854-9cf3-3eff9a0c0847;06/01/25 15:13;2024;12
23/12/24;DIZIMOS;entrada;R$ 133;075a2190-bb91-4690-9373-06c084efb57b;21d67522-d498-48cc-8c4c-05244fc7d661;06/01/25 14:05;2024;12
23/12/24;DIZIMOS;entrada;R$ 120;075a2190-bb91-4690-9373-06c084efb57b;8fb677e0-ea9a-4bd5-a06d-9aed78ebb8e3;06/01/25 14:05;2024;12
23/12/24;DIZIMOS;entrada;R$ 70;075a2190-bb91-4690-9373-06c084efb57b;492168bb-4c95-461c-944d-3f011bce290e;06/01/25 14:03;2024;12
23/12/24;DIZIMOS;entrada;R$ 36;075a2190-bb91-4690-9373-06c084efb57b;37f141de-bd10-4533-a1ca-76b5394b8ccb;06/01/25 13:59;2024;12
23/12/24;DIZIMOS;entrada;R$ 13;075a2190-bb91-4690-9373-06c084efb57b;0e8cdd44-a651-40ac-8bb8-c6bcc1734bcb;06/01/25 13:53;2024;12
23/12/24;DIZIMOS;entrada;R$ 6;075a2190-bb91-4690-9373-06c084efb57b;7f271495-a70a-49f7-9af8-48e797a8de85;06/01/25 13:51;2024;12
23/12/24;DIZIMOS;entrada;R$ 1;075a2190-bb91-4690-9373-06c084efb57b;f0307fed-0901-4401-a8c3-aed9f9df4bd1;06/01/25 13:50;2024;12
23/12/24;OFERTA CONSTRUÇÃO;entrada;R$ 390,00;d87be5eb-32fd-4756-a72e-9d6478a848a2;11961408-1a22-42e3-a76a-27b8ae3c86e2;09/01/25 16:28;2024;12
23/12/24;OFERTA CONSTRUÇÃO;entrada;R$ 1.408,25;d87be5eb-32fd-4756-a72e-9d6478a848a2;b1d3abca-7c16-4d61-bb21-bba580c231b5;09/01/25 16:27;2024;12
23/12/24;DEPOSITO FEITO ERRONEAMENTE NA CONTA DA IGREJA;entrada;R$ 2.600,00;075a2190-bb91-4690-9373-06c084efb57b;4319fac0-8a51-4c70-bda2-b98703af8343;06/01/25 15:20;2024;12
23/12/24;CONTA DE AGUA COPASA/MG-00023620609;saida;R$ 201;0873203f-5651-48e1-bb85-d3c6c17eb2bc;3871ac57-67e8-4bcb-9372-f6aca880a659;06/01/25 13:50;2024;12
23/12/24;TARIFA BANCARIA TRANSF PGTO PIX;saida;R$ 8;21bebb22-00e2-4aa0-8153-f0cb93bac67c;59770d03-bf52-403f-ab7c-f5ef1694901f;06/01/25 13:50;2024;12
23/12/24;TARIFA BANCARIA TRANSF PGTO PIX;saida;R$ 8;21bebb22-00e2-4aa0-8153-f0cb93bac67c;628ce053-84d1-446c-8f9a-493e6c93ccbc;06/01/25 13:50;2024;12
23/12/24;DEVOLUÇÃO PIX ENVIADO ERRONEAMENTE;saida;R$ 2.600;a0a4d2f2-215e-429a-ab24-a5ac36086f36;a870439a-a003-4711-999f-cda7d0cc45ac;07/01/25 14:55;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 565;73b36c6c-dba3-4057-b964-8d2d8d0af408;12eee5b5-5f8a-4ef5-a1ea-e416f0db66dd;06/01/25 15:20;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 400;73b36c6c-dba3-4057-b964-8d2d8d0af408;126fa4f6-d5f6-4159-9936-9c1a6acdb026;06/01/25 15:19;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;af6b43d0-fe11-4104-9433-14ef364d2d75;06/01/25 15:18;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;6c5db0de-fc74-4e52-840f-9e7c05436087;06/01/25 15:18;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;63df075c-4cc3-4632-a5c7-9e7b56742052;06/01/25 15:15;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;d2a5909d-4138-4102-a0ff-5b52bfd39ffd;06/01/25 15:15;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;577a2b99-8de0-4497-bac7-5b776d5cbd0b;06/01/25 15:15;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 270;73b36c6c-dba3-4057-b964-8d2d8d0af408;0a8e0be9-b706-4af4-9853-f3605484fda7;06/01/25 15:15;2024;12
23/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 165;73b36c6c-dba3-4057-b964-8d2d8d0af408;4a71bdb8-ad83-49f2-ad48-8d973fd818df;06/01/25 14:07;2024;12
23/12/24;TARIFA BANCARIA TRANSF PGTO PIX;saida;R$ 9;21bebb22-00e2-4aa0-8153-f0cb93bac67c;ea232186-e2ed-4501-9b25-91152a81cdb2;06/01/25 13:50;2024;12
20/12/24;DIZIMOS;entrada;R$ 50;075a2190-bb91-4690-9373-06c084efb57b;6544ccae-c0ea-493a-be19-84accb2ced6b;06/01/25 13:37;2024;12
20/12/24;DIZIMOS;entrada;R$ 5;075a2190-bb91-4690-9373-06c084efb57b;0f85029e-ea20-4b16-96e2-9f941443824a;06/01/25 13:30;2024;12
20/12/24;DIZIMOS;entrada;R$ 700,00;075a2190-bb91-4690-9373-06c084efb57b;37ef2da7-9589-455f-bda0-7f6be6f1735e;06/01/25 13:49;2024;12
20/12/24;DIZIMOS;entrada;R$ 309,00;075a2190-bb91-4690-9373-06c084efb57b;8e0b1e58-7b29-40e9-a244-c01118b15f42;06/01/25 13:49;2024;12
20/12/24;DIZIMOS;entrada;R$ 215;075a2190-bb91-4690-9373-06c084efb57b;08f51569-a8d0-456d-a201-e1a7664e7436;06/01/25 13:48;2024;12
20/12/24;DIZIMOS;entrada;R$ 160,00;075a2190-bb91-4690-9373-06c084efb57b;09395e40-8c46-4c1c-99db-46ac4656d973;06/01/25 13:47;2024;12
20/12/24;DIZIMOS;entrada;R$ 74;075a2190-bb91-4690-9373-06c084efb57b;dd0e7905-d285-4ba5-a8e2-c070e03aab9f;06/01/25 13:38;2024;12
20/12/24;DIZIMOS;entrada;R$ 64;075a2190-bb91-4690-9373-06c084efb57b;d56145b4-1932-40a9-894b-75bf3846e51b;06/01/25 13:37;2024;12
20/12/24;DIZIMOS;entrada;R$ 38,00;075a2190-bb91-4690-9373-06c084efb57b;e5a98bd1-8056-48fe-8edd-91e0a8dab4e5;06/01/25 13:35;2024;12
20/12/24;DIZIMOS;entrada;R$ 31;075a2190-bb91-4690-9373-06c084efb57b;fd81f991-dc73-48b6-bc59-537ba9f79dd7;06/01/25 13:35;2024;12
20/12/24;DIZIMOS;entrada;R$ 24;075a2190-bb91-4690-9373-06c084efb57b;338fd6ca-30ab-48e9-97e2-d2e525edd87a;06/01/25 13:34;2024;12
20/12/24;AJUDA COMPRA ALOJAMENTO BH 2;entrada;R$ 5.000;075a2190-bb91-4690-9373-06c084efb57b;7693830e-21f4-4b67-8bec-5f0f16949a97;06/01/25 13:50;2024;12
20/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 165;73b36c6c-dba3-4057-b964-8d2d8d0af408;f95bbf93-4774-4ac0-a07f-8fa94c901ce1;06/01/25 13:48;2024;12
20/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 165;73b36c6c-dba3-4057-b964-8d2d8d0af408;ae6a8162-ae18-40e1-80c3-1a7909289c1c;06/01/25 13:48;2024;12
20/12/24;CONFERENCIA JANEIRO 2025;entrada;R$ 165;73b36c6c-dba3-4057-b964-8d2d8d0af408;bc0f0d58-ac45-44da-9761-f009342a5b62;06/01/25 13:48;2024;12
